법정동코드, 주택가격 ,행정구,상세주소
4511110900,257000000,완산구,풍남동2가
4511110900,190000000,완산구,풍남동2가
4511110900,151000000,완산구,풍남동2가
4511110900,159000000,완산구,풍남동2가
4511110900,113000000,완산구,풍남동2가
4511110900,111000000,완산구,풍남동2가
4511110900,101000000,완산구,풍남동2가
4511110900,123000000,완산구,풍남동2가
4511110900,246000000,완산구,풍남동2가
4511110900,145000000,완산구,풍남동2가
4511110900,206000000,완산구,풍남동2가
4511110900,110000000,완산구,풍남동2가
4511110900,114000000,완산구,풍남동2가
4511110900,96400000,완산구,풍남동2가
4511110900,123000000,완산구,풍남동2가
4511110900,203000000,완산구,풍남동2가
4511110900,24500000,완산구,풍남동2가
4511110900,137000000,완산구,풍남동2가
4511110900,88100000,완산구,풍남동2가
4511110900,116000000,완산구,풍남동2가
4511110900,141000000,완산구,풍남동2가
4511110900,114000000,완산구,풍남동2가
4511110900,256000000,완산구,풍남동2가
4511110900,150000000,완산구,풍남동2가
4511110900,118000000,완산구,풍남동2가
4511110900,173000000,완산구,풍남동2가
4511110900,221000000,완산구,풍남동2가
4511110900,106000000,완산구,풍남동2가
4511110900,70500000,완산구,풍남동2가
4511110900,480000000,완산구,풍남동2가
4511111000,100000000,완산구,풍남동3가
4511111000,146000000,완산구,풍남동3가
4511111000,115000000,완산구,풍남동3가
4511111000,38300000,완산구,풍남동3가
4511111000,92900000,완산구,풍남동3가
4511111000,48300000,완산구,풍남동3가
4511111000,36000000,완산구,풍남동3가
4511111000,86300000,완산구,풍남동3가
4511111000,94000000,완산구,풍남동3가
4511111000,59400000,완산구,풍남동3가
4511111000,82400000,완산구,풍남동3가
4511111000,204000000,완산구,풍남동3가
4511111000,50600000,완산구,풍남동3가
4511111000,96500000,완산구,풍남동3가
4511111000,66500000,완산구,풍남동3가
4511111000,104000000,완산구,풍남동3가
4511111000,40300000,완산구,풍남동3가
4511111000,66900000,완산구,풍남동3가
4511111000,416000000,완산구,풍남동3가
4511111000,62100000,완산구,풍남동3가
4511111000,51100000,완산구,풍남동3가
4511111000,76500000,완산구,풍남동3가
4511111000,71400000,완산구,풍남동3가
4511111000,17200000,완산구,풍남동3가
